Ma,Re_L,alpha_L,c_i,c_r,family
2,3160.889444,0.088276,2.75223529e-03,1.86997118e-01,TS
2,3555.852262,0.088276,3.99399820e-03,1.85854021e-01,TS
2,4000.166894,0.088276,5.18320918e-03,1.84641112e-01,TS
2,4500.000000,0.088276,6.30601304e-03,1.83357724e-01,TS
2,300.000000,0.095862,-2.07366734e-02,2.36124426e-01,TS
2,337.485919,0.095862,-1.88028084e-02,2.35149403e-01,TS
2,379.655818,0.095862,-1.69744983e-02,2.34215133e-01,TS
2,427.094976,0.095862,-1.52347578e-02,2.33316812e-01,TS
2,480.461801,0.095862,-1.35684830e-02,2.32449440e-01,TS
2,540.496975,0.095862,-1.19622786e-02,2.31607581e-01,TS
2,608.033727,0.095862,-1.04043550e-02,2.30785171e-01,TS
2,684.009404,0.095862,-8.88450134e-03,2.29975368e-01,TS
2,769.478474,0.095862,-7.39413263e-03,2.29170463e-01,TS
2,865.627167,0.095862,-5.92640797e-03,2.28361834e-01,TS
2,973.789933,0.095862,-4.47641080e-03,2.27539988e-01,TS
2,1095.467968,0.095862,-3.04137334e-03,2.26694680e-01,TS
2,1232.350046,0.095862,-1.62091882e-03,2.25815146e-01,TS
2,1386.335959,0.095862,-2.17285123e-04,2.24890464e-01,TS
2,1559.562883,0.095862,1.16451560e-03,2.23910043e-01,TS
2,1754.435043,0.095862,2.51665189e-03,2.22864241e-01,TS
2,1973.657075,0.095862,3.82858969e-03,2.21745054e-01,TS
2,2220.271572,0.095862,5.08740122e-03,2.20546816e-01,TS
2,2497.701306,0.095862,6.27826577e-03,2.19266798e-01,TS
2,2809.796735,0.095862,7.38512366e-03,2.17905629e-01,TS
2,3160.889444,0.095862,8.39141043e-03,2.16467475e-01,TS
2,3555.852262,0.095862,9.28078132e-03,2.14959969e-01,TS
2,4000.166894,0.095862,1.00377414e-02,2.13393959e-01,TS
2,4500.000000,0.095862,1.06481231e-02,2.11783165e-01,TS
2,300.000000,0.103448,-1.51261786e-02,2.63462143e-01,TS
2,337.485919,0.103448,-1.33629476e-02,2.62666769e-01,TS
2,379.655818,0.103448,-1.16747419e-02,2.61891499e-01,TS
2,427.094976,0.103448,-1.00475836e-02,2.61129620e-01,TS
2,480.461801,0.103448,-8.46949756e-03,2.60373790e-01,TS
2,540.496975,0.103448,-6.93052663e-03,2.59615885e-01,TS
2,608.033727,0.103448,-5.42282075e-03,2.58846931e-01,TS
2,684.009404,0.103448,-3.94079505e-03,2.58057119e-01,TS
2,769.478474,0.103448,-2.48134376e-03,2.57235920e-01,TS
2,865.627167,0.103448,-1.04408757e-03,2.56372328e-01,TS
2,973.789933,0.103448,3.68382201e-04,2.55455235e-01,TS
2,1095.467968,0.103448,1.75031582e-03,2.54473956e-01,TS
2,1232.350046,0.103448,3.09274096e-03,2.53418899e-01,TS
2,1386.335959,0.103448,4.38358924e-03,2.52282330e-01,TS
2,1559.562883,0.103448,5.60805932e-03,2.51059172e-01,TS
2,1754.435043,0.103448,6.74921798e-03,2.49747729e-01,TS
2,1973.657075,0.103448,7.78878604e-03,2.48350241e-01,TS
2,2220.271572,0.103448,8.70801197e-03,2.46873194e-01,TS
2,2497.701306,0.103448,9.48852145e-03,2.45327387e-01,TS
2,2809.796735,0.103448,1.01130540e-02,2.43727800e-01,TS
2,3160.889444,0.103448,1.05660490e-02,2.42093369e-01,TS
2,3555.852262,0.103448,1.08341074e-02,2.40446812e-01,TS
2,4000.166894,0.103448,1.09064296e-02,2.38814639e-01,TS
2,4500.000000,0.103448,1.07754074e-02,2.37227453e-01,TS
2,300.000000,0.111034,-1.09303728e-02,2.88157793e-01,TS
2,337.485919,0.111034,-9.29150652e-03,2.87443233e-01,TS
2,379.655818,0.111034,-7.70755048e-03,2.86727932e-01,TS
2,427.094976,0.111034,-6.16838310e-03,2.86003063e-01,TS
2,480.461801,0.111034,-4.66628669e-03,2.85259076e-01,TS
2,540.496975,0.111034,-3.19611804e-03,2.84485701e-01,TS
2,608.033727,0.111034,-1.75553749e-03,2.83672092e-01,TS
2,684.009404,0.111034,-3.45273658e-04,2.82807099e-01,TS
2,769.478474,0.111034,1.03061815e-03,2.81879718e-01,TS
2,865.627167,0.111034,2.36456929e-03,2.80879722e-01,TS
2,973.789933,0.111034,3.64546561e-03,2.79798446e-01,TS
2,1095.467968,0.111034,4.85885072e-03,2.78629689e-01,TS
2,1232.350046,0.111034,5.98741482e-03,2.77370615e-01,TS
2,1386.335959,0.111034,7.01176289e-03,2.76022552e-01,TS
2,1559.562883,0.111034,7.91139136e-03,2.74591590e-01,TS
2,1754.435043,0.111034,8.66575910e-03,2.73088925e-01,TS
2,1973.657075,0.111034,9.25533544e-03,2.71530985e-01,TS
2,2220.271572,0.111034,9.66255604e-03,2.69939427e-01,TS
2,2497.701306,0.111034,9.87270644e-03,2.68341112e-01,TS
2,2809.796735,0.111034,9.87487341e-03,2.66768214e-01,TS
2,3160.889444,0.111034,9.66324672e-03,2.65258492e-01,TS
2,3555.852262,0.111034,9.23922039e-03,2.63855658e-01,TS
2,4000.166894,0.111034,8.61489959e-03,2.62609352e-01,TS
2,4500.000000,0.111034,7.81857742e-03,2.61573461e-01,TS
2,300.000000,0.118621,-7.87109783e-03,3.10087350e-01,TS
2,337.485919,0.118621,-6.33675892e-03,3.09388472e-01,TS
2,379.655818,0.118621,-4.84752635e-03,3.08669539e-01,TS
2,427.094976,0.118621,-3.39772281e-03,3.07920206e-01,TS
2,480.461801,0.118621,-1.98460096e-03,3.07129633e-01,TS
2,540.496975,0.118621,-6.08631529e-04,3.06286722e-01,TS
2,608.033727,0.118621,7.26200313e-04,3.05380563e-01,TS
2,684.009404,0.118621,2.01216052e-03,3.04401081e-01,TS
2,769.478474,0.118621,3.23768852e-03,3.03339905e-01,TS
2,865.627167,0.118621,4.38757425e-03,3.02191371e-01,TS
2,973.789933,0.118621,5.44345968e-03,3.00953578e-01,TS
2,1095.467968,0.118621,6.38467645e-03,2.99629350e-01,TS
2,1232.350046,0.118621,7.18936420e-03,2.98227002e-01,TS
2,1386.335959,0.118621,7.83576633e-03,2.96760840e-01,TS
2,1559.562883,0.118621,8.30360054e-03,2.95251440e-01,TS
2,1754.435043,0.118621,8.57546155e-03,2.93725769e-01,TS
2,1973.657075,0.118621,8.63833107e-03,2.92217268e-01,TS
2,2220.271572,0.118621,8.48543110e-03,2.90765929e-01,TS
2,2497.701306,0.118621,8.11883040e-03,2.89418193e-01,TS
2,2809.796735,0.118621,7.55331241e-03,2.88226037e-01,TS
2,3160.889444,0.118621,6.82175236e-03,2.87243867e-01,TS
2,3555.852262,0.118621,5.98095555e-03,2.86520766e-01,TS
2,4000.166894,0.118621,5.11372555e-03,2.86085894e-01,TS
2,4500.000000,0.118621,4.31912221e-03,2.85929451e-01,TS
2,300.000000,0.126207,-5.71240034e-03,3.29384914e-01,TS
2,337.485919,0.126207,-4.27877252e-03,3.28664662e-01,TS
2,379.655818,0.126207,-2.88895611e-03,3.27908157e-01,TS
2,427.094976,0.126207,-1.54201822e-03,3.27104447e-01,TS
2,480.461801,0.126207,-2.40546673e-04,3.26242652e-01,TS
2,540.496975,0.126207,1.00903799e-03,3.25312551e-01,TS
2,608.033727,0.126207,2.19629508e-03,3.24305431e-01,TS
2,684.009404,0.126207,3.30681668e-03,3.23215143e-01,TS
2,769.478474,0.126207,4.32262368e-03,3.22039296e-01,TS
2,865.627167,0.126207,5.22295940e-03,3.20780430e-01,TS
2,973.789933,0.126207,5.98546717e-03,3.19447039e-01,TS
2,1095.467968,0.126207,6.58768022e-03,3.18054331e-01,TS
2,1232.350046,0.126207,7.00873959e-03,3.16624704e-01,TS
2,1386.335959,0.126207,7.23130894e-03,3.15187967e-01,TS
2,1559.562883,0.126207,7.24377500e-03,3.13781343e-01,TS
2,1754.435043,0.126207,7.04297728e-03,3.12449164e-01,TS
2,1973.657075,0.126207,6.63781705e-03,3.11241833e-01,TS
2,2220.271572,0.126207,6.05393648e-03,3.10212996e-01,TS
2,2497.701306,0.126207,5.33876086e-03,3.09413128e-01,TS
2,2809.796735,0.126207,4.56395252e-03,3.08877677e-01,TS
2,3160.889444,0.126207,3.81933826e-03,3.08610840e-01,TS
2,3555.852262,0.126207,3.19320698e-03,3.08573363e-01,TS
2,4000.166894,0.126207,2.74453275e-03,3.08687651e-01,TS
2,4500.000000,0.126207,2.48550024e-03,3.08863012e-01,TS
2,300.000000,0.133793,-4.25813171e-03,3.46301954e-01,TS
2,337.485919,0.133793,-2.92845404e-03,3.45543768e-01,TS
2,379.655818,0.133793,-1.64773604e-03,3.44737145e-01,TS
2,427.094976,0.133793,-4.19916977e-04,3.43871647e-01,TS
2,480.461801,0.133793,7.47034713e-04,3.42937907e-01,TS
2,540.496975,0.133793,1.84098468e-03,3.41928628e-01,TS
2,608.033727,0.133793,2.84580949e-03,3.40839811e-01,TS
2,684.009404,0.133793,3.74199715e-03,3.39672097e-01,TS
2,769.478474,0.133793,4.50772454e-03,3.38432064e-01,TS
2,865.627167,0.133793,5.12039702e-03,3.37133310e-01,TS
2,973.789933,0.133793,5.55859346e-03,3.35797213e-01,TS
2,1095.467968,0.133793,5.80437701e-03,3.34453316e-01,TS
2,1232.350046,0.133793,5.84601718e-03,3.33139258e-01,TS
2,1386.335959,0.133793,5.68128309e-03,3.31900091e-01,TS
2,1559.562883,0.133793,5.32148778e-03,3.30786426e-01,TS
2,1754.435043,0.133793,4.79611537e-03,3.29850327e-01,TS
2,1973.657075,0.133793,4.15669942e-03,3.29137381e-01,TS
2,2220.271572,0.133793,3.47643957e-03,3.28674194e-01,TS
2,2497.701306,0.133793,2.84042739e-03,3.28454364e-01,TS
2,2809.796735,0.133793,2.32485441e-03,3.28432038e-01,TS
2,3160.889444,0.133793,1.97405256e-03,3.28532308e-01,TS
2,3555.852262,0.133793,1.79066168e-03,3.28675421e-01,TS
2,4000.166894,0.133793,1.74438392e-03,3.28799345e-01,TS
2,4500.000000,0.133793,1.78986718e-03,3.28869214e-01,TS
2,300.000000,0.141379,-3.34620100e-03,3.61124481e-01,TS
2,337.485919,0.141379,-2.12546796e-03,3.60325454e-01,TS
2,379.655818,0.141379,-9.63483367e-04,3.59470380e-01,TS
2,427.094976,0.141379,1.31097082e-04,3.58550701e-01,TS
2,480.461801,0.141379,1.14540606e-03,3.57560341e-01,TS
2,540.496975,0.141379,2.06263921e-03,3.56497060e-01,TS
2,608.033727,0.141379,2.86283022e-03,3.55363932e-01,TS
2,684.009404,0.141379,3.52419577e-03,3.54170740e-01,TS
2,769.478474,0.141379,4.02505387e-03,3.52935110e-01,TS
2,865.627167,0.141379,4.34628325e-03,3.51683210e-01,TS
2,973.789933,0.141379,4.47431086e-03,3.50449850e-01,TS
2,1095.467968,0.141379,4.40466931e-03,3.49277750e-01,TS
2,1232.350046,0.141379,4.14614399e-03,3.48215450e-01,TS
2,1386.335959,0.141379,3.72517769e-03,3.47312965e-01,TS
2,1559.562883,0.141379,3.18916206e-03,3.46613975e-01,TS
2,1754.435043,0.141379,2.60548814e-03,3.46144286e-01,TS
2,1973.657075,0.141379,2.05225655e-03,3.45899620e-01,TS
2,2220.271572,0.141379,1.59988373e-03,3.45840417e-01,TS
2,2497.701306,0.141379,1.29124730e-03,3.45900843e-01,TS
2,2809.796735,0.141379,1.13272388e-03,3.46009337e-01,TS
2,3160.889444,0.141379,1.10070693e-03,3.46108283e-01,TS
2,3555.852262,0.141379,1.15642169e-03,3.46163222e-01,TS
2,4000.166894,0.141379,1.25954205e-03,3.46161862e-01,TS
2,4500.000000,0.141379,1.37651464e-03,3.46108117e-01,TS
2,300.000000,0.148966,-2.84418992e-03,3.74131140e-01,TS
2,337.485919,0.148966,-1.73649458e-03,3.73297066e-01,TS
2,379.655818,0.148966,-7.00297357e-04,3.72404352e-01,TS
2,427.094976,0.148966,2.51650808e-04,3.71447796e-01,TS
2,480.461801,0.148966,1.10275190e-03,3.70426350e-01,TS
2,540.496975,0.148966,1.83346182e-03,3.69344687e-01,TS
2,608.033727,0.148966,2.42285845e-03,3.68214680e-01,TS
2,684.009404,0.148966,2.85090650e-03,3.67056551e-01,TS
2,769.478474,0.148966,3.10139984e-03,3.65899415e-01,TS
2,865.627167,0.148966,3.16554115e-03,3.64780940e-01,TS
2,973.789933,0.148966,3.04606983e-03,3.63745648e-01,TS
2,1095.467968,0.148966,2.76158964e-03,3.62841154e-01,TS
2,1232.350046,0.148966,2.34999562e-03,3.62111412e-01,TS
2,1386.335959,0.148966,1.86857109e-03,3.61586691e-01,TS
2,1559.562883,0.148966,1.38737373e-03,3.61272330e-01,TS
2,1754.435043,0.148966,9.74508265e-04,3.61142124e-01,TS
2,1973.657075,0.148966,6.78142018e-04,3.61142928e-01,TS
2,2220.271572,0.148966,5.15328209e-04,3.61210555e-01,TS
2,2497.701306,0.148966,4.73824404e-04,3.61288047e-01,TS
2,2809.796735,0.148966,5.23301198e-04,3.61336860e-01,TS
2,3160.889444,0.148966,6.27886652e-04,3.61338759e-01,TS
2,3555.852262,0.148966,7.55076174e-04,3.61291964e-01,TS
2,4000.166894,0.148966,8.80349486e-04,3.61205448e-01,TS
2,4500.000000,0.148966,9.88646200e-04,3.61093486e-01,TS
2,300.000000,0.156552,-2.64540051e-03,3.85575275e-01,TS
2,337.485919,0.156552,-1.65258004e-03,3.84717314e-01,TS
2,379.655818,0.156552,-7.45251284e-04,3.83803365e-01,TS
2,427.094976,0.156552,6.09099272e-05,3.82832942e-01,TS
2,480.461801,0.156552,7.47442020e-04,3.81811407e-01,TS
2,540.496975,0.156552,1.29480739e-03,3.80751510e-01,TS
2,608.033727,0.156552,1.68491019e-03,3.79674513e-01,TS
2,684.009404,0.156552,1.90439671e-03,3.78610561e-01,TS
2,769.478474,0.156552,1.94861916e-03,3.77597840e-01,TS
2,865.627167,0.156552,1.82595241e-03,3.76679947e-01,TS
2,973.789933,0.156552,1.56167386e-03,3.75900713e-01,TS
2,1095.467968,0.156552,1.19968702e-03,3.75296037e-01,TS
2,1232.350046,0.156552,7.99376225e-04,3.74883660e-01,TS
2,1386.335959,0.156552,4.25418622e-04,3.74654685e-01,TS
2,1559.562883,0.156552,1.32303981e-04,3.74572733e-01,TS
